Focal,Plot,Pos,Tr,Competitor,Seeds,Neighbors,S_nbs,B_nbs,P_nbs,C_nbs,N_nbs,S,B,P,C,N,S_predict,B_predict,P_predict,C_predict,N_predict
P,48,2,C,S,3784,28,28,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,48,7,H,S,924,29,29,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,50,1,H,S,5920,35,35,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,50,9,C,S,976,52,52,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,57,1,C,S,5695,94,94,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,57,9,H,S,8006,84,84,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,62,4,H,S,8096,37,37,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,62,6,C,S,4684,13,13,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,70,4,H,S,20104,2,2,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
P,70,10,C,S,13585,6,6,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
P,72,3,C,S,3613,47,47,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,72,8,H,S,3516,33,33,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,74,2,C,S,1274,77,77,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,74,8,H,S,761,17,17,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,79,2,H,S,3857,24,24,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,79,8,C,S,473,31,31,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,90,1,C,S,1454,85,85,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,90,6,H,S,600,66,66,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,92,4,H,S,8812,15,15,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,92,9,C,S,1292,12,12,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,94,4,C,S,335,52,52,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,94,10L,H,S,2072,37,37,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,94,10R,H,S,2277,37,37,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,106,5,C,S,2143,42,42,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,106,8L,H,S,7487,34,34,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,106,8R,H,S,19118,34,34,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,108,3,C,S,2062,9,9,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
P,108,10,H,S,1823,9,9,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
P,109,4,H,S,2818,24,24,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,109,9,C,S,1144,16,16,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,116,5,C,S,1900,11,11,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
P,116,7,H,S,1125,12,12,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
C,42,5,H,B,236,5,0,5,0,0,0,0,8,0,0,0,0,8.684,0,0,0
C,42,10,C,B,191,5,0,5,0,0,0,0,8,0,0,0,0,8.684,0,0,0
C,46,2,H,B,4013,2,0,2,0,0,0,0,2,0,0,0,0,2.171,0,0,0
C,46,6,C,B,759,3,0,3,0,0,0,0,2,0,0,0,0,2.171,0,0,0
C,51,3,H,B,1938,1,0,1,0,0,0,0,1,0,0,0,0,1.0855,0,0,0
C,55,9,C,B,564,4,0,4,0,0,0,0,1.5,0,0,0,0,1.62825,0,0,0
C,60,8,H,B,1516,3,0,3,0,0,0,0,2,0,0,0,0,2.171,0,0,0
C,63,8,H,B,550,3,0,3,0,0,0,0,3.5,0,0,0,0,3.79925,0,0,0
C,75,6,C,B,1610,1,0,1,0,0,0,0,1,0,0,0,0,1.0855,0,0,0
C,78,3,H,B,3550,4,0,4,0,0,0,0,1,0,0,0,0,1.0855,0,0,0
C,78,8,C,B,143,0,0,1,0,0,0,0,1,0,0,0,0,1.0855,0,0,0
C,89,3,C,B,372,10,0,10,0,0,0,0,3.5,0,0,0,0,3.79925,0,0,0
C,93,6,H,B,3832,1,0,1,0,0,0,0,1.5,0,0,0,0,1.62825,0,0,0
C,104,4,C,B,453,5,0,5,0,0,0,0,3.5,0,0,0,0,3.79925,0,0,0
C,104,6,H,B,1055,4,0,4,0,0,0,0,3.5,0,0,0,0,3.79925,0,0,0
C,107,7,C,B,1154,3,0,3,0,0,0,0,2,0,0,0,0,2.171,0,0,0
C,111,5,C,B,1688,1,0,1,0,0,0,0,1.5,0,0,0,0,1.62825,0,0,0
C,111,6,H,B,2726,7,0,7,0,0,0,0,1.5,0,0,0,0,1.62825,0,0,0
C,114,4,C,B,73,10,0,10,0,0,0,0,8,0,0,0,0,8.684,0,0,0
C,114,6,H,B,491,6,0,6,0,0,0,0,8,0,0,0,0,8.684,0,0,0
C,115,5,H,B,729,7,0,7,0,0,0,0,8,0,0,0,0,8.684,0,0,0
C,115,9,C,B,337,14,0,14,0,0,0,0,8,0,0,0,0,8.684,0,0,0
C,41,3,H,C,1387,4,0,0,0,4,0,0,0,0,4,0,0,0,0,5.3456,0
C,41,6,C,C,804,11,0,0,0,11,0,0,0,0,4,0,0,0,0,5.3456,0
C,58,1,H,C,123,20,0,0,0,20,0,0,0,0,8,0,0,0,0,10.6912,0
C,58,6,C,C,215,19,0,0,0,19,0,0,0,0,8,0,0,0,0,10.6912,0
C,61,5,C,C,468,12,0,0,0,12,0,0,0,0,10,0,0,0,0,13.364,0
C,61,9,H,C,500,19,0,0,0,19,0,0,0,0,10,0,0,0,0,13.364,0
C,65,3,C,C,230,8,0,0,0,8,0,0,0,0,10,0,0,0,0,13.364,0
C,65,8,H,C,916,15,0,0,0,15,0,0,0,0,10,0,0,0,0,13.364,0
C,69,5,C,C,1302,2,0,0,0,2,0,0,0,0,4,0,0,0,0,5.3456,0
C,69,9,H,C,2244,1,0,0,0,1,0,0,0,0,4,0,0,0,0,5.3456,0
C,77,2,H,C,1117,2,0,0,0,2,0,0,0,0,4,0,0,0,0,5.3456,0
C,77,8,C,C,839,2,0,0,0,2,0,0,0,0,4,0,0,0,0,5.3456,0
C,80,4,C,C,256,5,0,0,0,5,0,0,0,0,8,0,0,0,0,10.6912,0
C,80,10,H,C,732,4,0,0,0,4,0,0,0,0,8,0,0,0,0,10.6912,0
C,87,1,C,C,148,23,0,0,0,23,0,0,0,0,8,0,0,0,0,10.6912,0
C,87,8,H,C,171,8,0,0,0,8,0,0,0,0,8,0,0,0,0,10.6912,0
C,96,1,C,C,228,8,0,0,0,8,0,0,0,0,6,0,0,0,0,8.0184,0
C,96,6,H,C,834,11,0,0,0,11,0,0,0,0,6,0,0,0,0,8.0184,0
C,98,2,H,C,3414,3,0,0,0,3,0,0,0,0,2,0,0,0,0,2.6728,0
C,98,8,C,C,515,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2.6728,0
C,103,5,C,C,525,9,0,0,0,9,0,0,0,0,6,0,0,0,0,8.0184,0
C,103,10,H,C,151,7,0,0,0,7,0,0,0,0,6,0,0,0,0,8.0184,0
C,105,1,H,C,235,6,0,0,0,6,0,0,0,0,6,0,0,0,0,8.0184,0
C,105,8,C,C,268,2,0,0,0,2,0,0,0,0,6,0,0,0,0,8.0184,0
C,113,2,H,C,2062,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2.6728,0
C,113,6,C,C,567,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.6728,0
C,118,2,C,C,1536,4,0,0,0,4,0,0,0,0,2,0,0,0,0,2.6728,0
C,118,8,H,C,1661,4,0,0,0,4,0,0,0,0,2,0,0,0,0,2.6728,0
C,120,3,C,C,325,13,0,0,0,13,0,0,0,0,10,0,0,0,0,13.364,0
C,120,10,H,C,734,9,0,0,0,9,0,0,0,0,10,0,0,0,0,13.364,0
C,45,5,H,Focals,9115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,45,8,C,Focals,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,53,1,C,Focals,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,67,4,C,Focals,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,67,10,H,Focals,5778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,86,5,C,Focals,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,86,9,H,Focals,6219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,101,3,H,Focals,5814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,43,9,C,N,1472,15,0,0,0,0,15,0,0,0,0,7.5,0,0,0,0,14.6475
C,47,2,C,N,25,26,0,0,0,0,26,0,0,0,0,7.5,0,0,0,0,14.6475
C,47,8,H,N,1837,17,0,0,0,0,17,0,0,0,0,7.5,0,0,0,0,14.6475
C,52,2,C,N,844,12,0,0,0,0,12,0,0,0,0,5.5,0,0,0,0,10.7415
C,52,10,H,N,2911,16,0,0,0,0,16,0,0,0,0,5.5,0,0,0,0,10.7415
C,54,9,C,N,1915,9,0,0,0,0,9,0,0,0,0,2,0,0,0,0,3.906
C,56,5,H,N,928,4,0,0,0,0,4,0,0,0,0,5.5,0,0,0,0,10.7415
C,64,1,C,N,970,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3.906
C,64,7,H,N,2849,4,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3.906
C,68,3,C,N,1562,12,0,0,0,0,12,0,0,0,0,5.5,0,0,0,0,10.7415
C,68,8,H,N,871,4,0,0,0,0,4,0,0,0,0,5.5,0,0,0,0,10.7415
C,73,4,C,N,1002,21,0,0,0,0,21,0,0,0,0,9.5,0,0,0,0,18.5535
C,73,10,H,N,1227,21,0,0,0,0,21,0,0,0,0,9.5,0,0,0,0,18.5535
C,82,2,H,N,823,8,0,0,0,0,8,0,0,0,0,9.5,0,0,0,0,18.5535
C,82,6,C,N,282,14,0,0,0,0,14,0,0,0,0,9.5,0,0,0,0,18.5535
C,84,3,H,N,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7.812
C,84,9,C,N,1088,9,0,0,0,0,9,0,0,0,0,4,0,0,0,0,7.812
C,91,1,H,N,2764,9,0,0,0,0,9,0,0,0,0,4,0,0,0,0,7.812
C,91,10,C,N,901,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7.812
C,110,1,H,N,4065,6,0,0,0,0,6,0,0,0,0,2,0,0,0,0,3.906
C,110,8,C,N,1722,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3.906
C,117,3,C,N,501,9,0,0,0,0,9,0,0,0,0,4,0,0,0,0,7.812
C,119,1,H,N,685,20,0,0,0,0,20,0,0,0,0,7.5,0,0,0,0,14.6475
C,119,7,C,N,1203,12,0,0,0,0,12,0,0,0,0,7.5,0,0,0,0,14.6475
C,44,5,C,P,182,263,0,0,263,0,0,0,0,12,0,0,0,0,50,0,0
C,44,9,H,P,209,107,0,0,107,0,0,0,0,12,0,0,0,0,50,0,0
C,49,2,H,P,300,0,0,0,0,0,0,0,0,16,0,0,0,0,100,0,0
C,49,7,C,P,429,178,0,0,178,0,0,0,0,16,0,0,0,0,100,0,0
C,59,4,H,P,86,11,0,0,11,0,0,0,0,6,0,0,0,0,10,0,0
C,59,9,C,P,536,25,0,0,25,0,0,0,0,6,0,0,0,0,10,0,0
C,66,1,C,P,194,203,0,0,203,0,0,0,0,16,0,0,0,0,100,0,0
C,66,9,H,P,248,157,0,0,157,0,0,0,0,16,0,0,0,0,100,0,0
C,71,1,C,P,263,67,0,0,67,0,0,0,0,8,0,0,0,0,20,0,0
C,71,6,H,P,219,54,0,0,54,0,0,0,0,8,0,0,0,0,20,0,0
C,76,2,H,P,253,80,0,0,80,0,0,0,0,16,0,0,0,0,100,0,0
C,76,6,C,P,241,216,0,0,216,0,0,0,0,16,0,0,0,0,100,0,0
C,81,8,H,P,393,66,0,0,66,0,0,0,0,8,0,0,0,0,20,0,0
C,83,1,H,P,481,31,0,0,31,0,0,0,0,6,0,0,0,0,10,0,0
C,83,7,C,P,343,41,0,0,41,0,0,0,0,6,0,0,0,0,10,0,0
C,85,4,H,P,174,102,0,0,102,0,0,0,0,12,0,0,0,0,50,0,0
C,88,7,C,P,282,22,0,0,22,0,0,0,0,4,0,0,0,0,5,0,0
C,95,4,H,P,165,23,0,0,23,0,0,0,0,4,0,0,0,0,5,0,0
C,95,10,C,P,316,31,0,0,31,0,0,0,0,4,0,0,0,0,5,0,0
C,97,4,H,P,275,85,0,0,85,0,0,0,0,12,0,0,0,0,50,0,0
C,97,9,C,P,427,85,0,0,85,0,0,0,0,12,0,0,0,0,50,0,0
C,100,5,C,P,249,55,0,0,55,0,0,0,0,8,0,0,0,0,20,0,0
C,100,6,H,P,364,64,0,0,64,0,0,0,0,8,0,0,0,0,20,0,0
C,102,7,H,P,99,51,0,0,51,0,0,0,0,6,0,0,0,0,10,0,0
C,112,4,C,P,259,20,0,0,20,0,0,0,0,4,0,0,0,0,5,0,0
C,112,9,H,P,196,29,0,0,29,0,0,0,0,4,0,0,0,0,5,0,0
C,48,10,C,S,186,40,40,0,0,0,0,8,0,0,0,0,21.128,0,0,0,0
